"","genes","logFC","logCPM","F","PValue","FDR"
"18661","Scd1",7.36183118012912,10.9387392980693,142.239908593113,3.01428204960525e-07,0.0036888783723069
"25307","Msmo1",-3.42015098321318,6.28560190949642,117.332891150172,7.42385301624037e-07,0.00396744087755131
"3175","Idi1",-3.74866345652578,4.65921287067541,110.701050685866,9.72570896605157e-07,0.00396744087755131
"5710","Apoa4",3.36998845708984,9.77005386522045,91.6774600213033,2.31400868569835e-06,0.00707970957389412
"944","Sqle",-3.35853010963953,4.56487920664772,83.2658337619722,3.58194796424316e-06,0.00876717583728156
"17454","Insig1",-2.51194223219128,7.01726377860958,79.0764760166976,4.52043350776828e-06,0.00895852936458563
"2690","Pcsk9",-2.80477483088001,3.45214331793936,76.8989328197759,5.12417924106058e-06,0.00895852936458563
"24184","Mvk",-2.04769183307614,3.90502468918208,72.5868529147967,6.63182342389129e-06,0.00949754875720214
"31595","Mid1ip1",-2.25753702194782,3.33074729144776,71.7467208394383,6.98463301314098e-06,0.00949754875720214
"4155","Derl3",-3.05807369357369,1.27728009612066,70.0539134995096,7.76642493655529e-06,0.00950455083735636
"29573","Hcn3",-2.62348553322352,1.57984716735412,67.418669268391,9.20349041376931e-06,0.0102393014257917
"17146","Ehhadh",2.69910191238381,10.4386256137326,57.7783739265793,1.80809116416601e-05,0.0180763456442381
"17020","Fitm2",1.10724592133417,6.11016752018672,56.2714534426291,2.02703327223113e-05,0.0180763456442381
"16081","Nsdhl",-1.89614951005652,3.63226003154754,54.9489020543152,2.24585779539482e-05,0.0180763456442381
"1230","Agpat6",1.10557422282899,7.82486661760901,53.4725576940254,2.5245416259953e-05,0.0180763456442381
"14085","Slc22a5",0.9820674910463,5.80521483710138,52.8634020754865,2.65151678471124e-05,0.0180763456442381
"17506","2010003K11Rik",1.62357525232635,4.60082303831362,52.7950078101264,2.66624662524409e-05,0.0180763456442381
"2331","Cyp51",-2.54663975995712,5.96251463844207,52.2352272499055,2.79056902919823e-05,0.0180763456442381
"17044","Plin2",1.30365338876273,9.16909801410041,52.165979173449,2.80642725315021e-05,0.0180763456442381
"30868","Acot2",2.04199887278018,4.05482305088037,51.4501581497287,2.9768583325151e-05,0.0182153961366599
"16210","Mvd",-3.10311154713265,3.25405723870844,50.0296476777485,3.35335993211467e-05,0.019542104213914
"789","Cyp4a31",2.1991385150814,6.25957006149757,46.8222981427593,4.4360932157312e-05,0.0246767767155084
"20090","Slc16a1",1.09246755407022,6.38782154862844,45.3691462276787,5.06266003105065e-05,0.0265115822124877
"27570","Crat",1.2268867333167,6.80071067107233,45.0810556112465,5.19919899574853e-05,0.0265115822124877
"34799","Elovl5",1.31228960333625,9.42002913029598,43.7078024255976,5.91412761489316e-05,0.0286749660583939
"10140","Limd2",-1.01468410918488,3.89426161410694,42.7087843293532,6.5091200202786e-05,0.0286749660583939
"20997","Hn1l",-1.14545123773259,4.31468134361702,42.6388424258818,6.55340581987295e-05,0.0286749660583939
"27219","Akap17b",-1.39322406366194,2.12068099173548,42.6273694263865,6.5607047690393e-05,0.0286749660583939
"29625","Mgll",1.1399470259088,8.22788010379211,41.7629237744877,7.13984030348013e-05,0.029370573518794
"32720","Psmb10",-0.964586408467635,4.67390291962315,41.6392589076935,7.22762050090383e-05,0.029370573518794
"8913","Fdps",-2.63564518977251,5.66321468369303,41.3475837106887,7.43984130644398e-05,0.029370573518794
"12070","Pcp4l1",-1.82187928924664,2.42141352423486,40.9981816990461,7.70399382353341e-05,0.0294629613788756
"30867","Acot3",3.04357019679463,4.47678920209067,39.9186098174275,8.59434642053647e-05,0.031266316165003
"29333","Stard4",-1.73711097976894,5.67867914504395,39.814579671709,8.68650718753147e-05,0.031266316165003
"10832","Aacs",-2.38995206536682,3.30427702681517,39.1372758192519,9.31641750458619e-05,0.0315475762106289
"11289","Thrsp",-2.26509254698199,5.24663060217979,39.064429553837,9.38738205703745e-05,0.0315475762106289
"32241","Acsl3",-1.19912512890146,3.79681767362029,38.9119856109396,9.53799901775837e-05,0.0315475762106289
"11040","Ugt1a9",1.47646271049258,3.64940108713635,38.4105258594335,0.000100543350398417,0.0323802505835745
"13851","Srebf1",-2.10558812290425,6.09128024380791,38.1222020128785,0.000103664048806184,0.0325292469048738
"7882","Fgf21",2.11163711776697,4.01802476412343,36.7341429955876,0.000120420067464125,0.0368425196406489
"15240","Cyp2c70",-1.79780349997961,6.24368012901811,36.3672427034523,0.000125380540824662,0.037424562405176
"25698","Acot1",2.2753943866197,7.79137714501669,36.1049246446669,0.000129077855206512,0.0376108283813641
"30351","Sdf2l1",-2.62636399802994,4.63893201500111,35.535054322372,0.000137571136723044,0.0391533853771305
"25329","Sult1b1",-0.973382147514421,4.94152301242424,35.0142129120342,0.000145926678486913,0.0405875157118828
"16549","Ppib",-0.811455694322284,5.28712557017087,33.6672290997752,0.000170528911911467,0.0463762849771675
"24706","Abhd2",1.66571097581529,7.63203746392069,33.4615296952636,0.000174710705628523,0.0464577560419778
"19253","Pxmp4",0.786928447924965,7.51547994971064,33.2839178095407,0.000178420864027861,0.0464577560419778
"3902","Pbx4",-2.85172004796697,-0.186307253508552,31.9392317841307,0.00020980484339979,0.0534914931984716
"30898","Chrna2",1.20850021815152,4.21675027430759,31.6431603932901,0.000217581278387678,0.0543420343858858
"2648","Cbfa2t3",1.32726893471678,2.09487622498756,31.3407653249653,0.000225883832068111,0.0552873267369908
"9557","St5",0.974675539620856,5.11735115234483,31.1797793532212,0.000230458911696995,0.0553011012028985
"27298","Hmgcs1",-2.05519065599901,6.99210942089418,30.7810378994539,0.000242278606742261,0.0558695900456937
"7773","Gsn",1.37229433571678,4.19673602405576,30.5852847699247,0.000248347101002255,0.0558695900456937
"16490","0610007P14Rik",-1.07294823328763,5.71804637549874,30.5406265754158,0.000249757004502621,0.0558695900456937
"10505","Hsd17b11",0.970023704739627,8.21435782062279,30.4987125879464,0.00025108902210436,0.0558695900456937
"4170","Pdk4",2.54967162188333,4.42708398166347,29.9035643069409,0.000270955317159737,0.0592134137750153
"16140","Hsdl2",0.86283381123992,7.1297091130272,29.7487549608846,0.000276428798942215,0.0593497480956987
"13538","Synpo",1.30384930943238,3.65787345479844,29.2956718747956,0.000293228278263952,0.0618711667136938
"11830","Enc1",1.0796675795515,3.70469521338881,29.1566763718597,0.000298625915716486,0.0619421009582772
"7785","Aass",1.67314285441913,9.19820807977813,28.9757892879552,0.000305830129981773,0.0623791521786157
"11626","Ppm1m",-0.745794641992897,4.37454149577926,28.6464567127575,0.000319490014161655,0.0628749827855476
"28298","Cidec",3.14232497034395,5.65631440658425,28.5720334748378,0.000322677677504702,0.0628749827855476
"16354","Fam47e",-1.53730623054679,3.70002866566589,28.548950152792,0.000323674122854184,0.0628749827855476
"13383","Abhd6",0.854663198315547,4.94977780580487,28.1823144860814,0.0003400074012889,0.0650157902652118
"11678","Slc35b1",-1.06753962834253,5.17592778043061,27.7062515100942,0.00036271821141279,0.068291468788765
"34397","Cyp17a1",2.72640332029013,6.86172326611727,27.1643447708304,0.000390827073000809,0.0724688139300591
"29823","Gpr98",-2.04047554574372,2.17599154500993,27.0184256766938,0.000398838281699749,0.0728504909170377
"33754","Lepr",4.46063119792512,5.11771400579985,26.4023163824841,0.000434916358596662,0.0780428061698236
"11788","Ctcflos",0.906793724045991,6.05446271711372,26.3201456008642,0.000440019090187762,0.0780428061698236
"21082","Hnf4aos",-1.46035786636814,3.04614880235669,25.9208955739786,0.000465860183732899,0.0814456704074746
"13845","Slc25a30",1.27239081539619,4.78769639923585,25.4985001336392,0.000495210570286547,0.0853575628051656
"3464","Papss1",-0.91331388033017,2.98049724770389,25.3544700843502,0.000505723069864388,0.0859135971552825
"9223","Gm16174",-1.40146793185466,1.9853353215908,25.2638209403156,0.000512476923707764,0.0859135971552825
"8481","Ten1",1.47682772323726,2.482153143367,25.089113547066,0.000525801813230395,0.0869562512204537
"20661","Cntnap1",1.60884147784078,4.30600536774253,24.8977543791941,0.000540877371420834,0.0882567636193089
"31138","Gm15441",3.82058776311684,3.94506140875192,24.3533054560211,0.000586698826645418,0.0942193749332084
"31286","Egr1",0.953427140890417,3.60377181948411,24.2844896015387,0.000592816789496408,0.0942193749332084
"2322","Krt23",2.3566478563435,1.67411137546014,24.0474028894912,0.000614489815078545,0.0957865355963024
"28056","Kdsr",0.712919495982869,4.61407712915059,24.0064300866952,0.000618331125356095,0.0957865355963024
"28352","Rbm20",-0.934810370904514,1.85762503434204,23.4481756125296,0.000673656673725791,0.100902659138117
"3447","Sdc1",0.768942366554505,7.99152153728501,23.4362017872715,0.000674907049613436,0.100902659138117
"17834","Hsd17b13",1.10245478524753,8.70855367781605,23.4248758212597,0.000676092339379442,0.100902659138117
"20762","Agap2",1.85779388442899,3.53944468557316,22.8683706253641,0.000737539837944064,0.108130155570056
"2462","Paox",-0.763810257792942,4.06549458715531,22.8285308653165,0.000742190968122624,0.108130155570056
"20003","Aco2",1.10574536066812,7.68742619324544,22.699607621121,0.000757485712678202,0.108802780638391
"12752","BC089597",-0.781368593858693,5.90640138002746,22.640792228226,0.000764588914438764,0.108802780638391
"28206","Sec61b",-1.05672187665821,5.57392013476226,22.5653020320029,0.00077382361441683,0.108851188427967
"5676","Brap",0.735928932986245,7.89311070243111,22.4439252610383,0.000788954256761225,0.109718434025498
"25625","Fdft1",-1.30713050161847,6.05618320132886,22.2970424398243,0.000807742669941999,0.110154760086584
"6448","Gsap",-0.83647475371512,4.40967489061015,22.2095779135268,0.000819186124718662,0.110154760086584
"14089","H2-Q1",2.9396766198235,2.03099550528619,22.1935166408345,0.000821308626412845,0.110154760086584
"6880","Igfbp1",2.97908223794159,8.03883004294306,22.1157186219648,0.000831683677919212,0.110154760086584
"11717","9130409I23Rik",-1.33675173218564,2.25102444493173,21.9787526353511,0.000850334735953001,0.110154760086584
"8006","Arrdc2",-1.20374671929311,3.89965084964077,21.9602730273367,0.00085288946847055,0.110154760086584
"33033","Cgref1",2.45892542361986,3.3164547179465,21.9443436096724,0.000855099052804827,0.110154760086584
"23247","Gm14097",0.956711959289317,3.26699328630637,21.8339749114418,0.000870598820555973,0.110983212145458
"16126","Fasn",-1.56699083508055,6.26268822087534,21.7374512865686,0.000884431726572776,0.11158428319379
"29478","Acaa1b",1.84390567380169,10.4051065635537,21.6673591353123,0.000894642454507844,0.111720758757826
"31297","Rab30",1.55845968407891,5.1045533101502,21.3591580583545,0.000941256303284354,0.114581123352374
"18729","Hmgcr",-1.30782123998949,5.02115575422434,21.30409819325,0.000949888289665384,0.114581123352374
"28954","Hip1r",0.704653193481173,5.04856382226646,21.2763571474594,0.000954273414530366,0.114581123352374
"5105","9430037G07Rik",2.84257177154318,3.82875004152779,21.2717833822648,0.000954998740148889,0.114581123352374
"8091","Ccdc30",-1.05387481357664,2.48855632171736,21.1702851747948,0.000971266552631596,0.114857397163114
"27237","Itga4",0.829807753128949,2.8911117623793,21.1406933141113,0.000976072013806494,0.114857397163114
"35162","Cyp2r1",-1.26260173245642,3.27006596170812,21.0244120579712,0.000995234020390425,0.115996894681314
"7433","Lamb3",2.2186818801885,4.12430175490049,20.7834027513193,0.00103640986230295,0.119656451838335
"17838","Mrc2",1.41808979785223,0.765804587408147,20.645058816177,0.00106097077903464,0.121347293400243
"33503","Isg15",-1.41074181336788,4.54359843334898,20.4916592284085,0.00108902752765248,0.123402952624176
"22773","Acacb",1.4041184918671,5.45574802170839,20.4261470318765,0.00110128100324307,0.123646577226502
"8366","Meiob",-0.943067908739477,3.18415397305097,20.2958172202118,0.00112615457622781,0.125289815489781
"17817","Cda",0.798934284335852,3.70137638685032,20.210663579698,0.00114277134103714,0.125993114158671
"32247","Sh3bp2",-1.05024850719849,4.26600769103663,19.9514828088988,0.00119519280687965,0.130596156880296
"148","Tor1b",0.582208580597871,6.01880247957418,19.5596921685931,0.0012800365513011,0.137872140915782
"8991","Pbx1",0.584910982506649,4.6877692323309,19.5407758553233,0.00128431312832156,0.137872140915782
"9146","Npas2",1.46762502425208,1.17677189074338,19.4381344721538,0.00130781995671193,0.139174788089049
"1117","Mapkapk2",0.628985382509566,6.48469995014522,19.0688387698609,0.00139678806168888,0.146428930856747
"976","Zfand4",-0.919227114672904,3.82441366893365,19.0563692101181,0.00139991705427679,0.146428930856747
"28382","Slc16a5",1.61348506563716,4.80797366977863,18.7942164706663,0.0014676930763343,0.152217185323552
"25750","Lss",-1.39316067415184,4.57606185760112,18.707851863648,0.00149088099765012,0.152402427510867
"31813","Plin5",1.00099252632004,6.93547083565175,18.6949392619396,0.00149438562684295,0.152402427510867
"22717","Selenbp2",-2.90997163785506,8.12160786549645,18.6118245414741,0.00151718258242001,0.153448598707902
"21050","Hadhb",0.776932770129664,8.3074034030305,18.4474004510251,0.00156352589655926,0.156839589525346
"11774","Enho",-2.30452559605892,4.85315702580811,18.25608112198,0.00161961101516488,0.161144712224291
"11535","Ces1d",1.39594250756363,8.59133933904165,18.1861722074963,0.00164070634761986,0.161891197655121
"10853","Orm3",-2.53629846118246,2.29040865053247,18.1440684843169,0.0016535708209585,0.161891197655121
"27450","Aatk",-1.72383252586911,3.78669163189279,17.991145830597,0.00170132729768628,0.16524478943718
"5926","Chid1",-0.615216391950411,4.53076375983595,17.8639016855276,0.00174233362538311,0.166725618198596
"29319","Proser2",0.650681002607595,4.29543241323859,17.7131107834385,0.00179247822634559,0.166725618198596
"13112","Mmab",-1.29748449551678,4.06488636904319,17.6847515107175,0.00180210189289394,0.166725618198596
"18767","Nans",-0.822359642912659,3.26554862513542,17.6225932263146,0.00182341348865492,0.166725618198596
"302","Nmral1",-0.805024550827632,2.92595928154417,17.6140472945893,0.00182636719797127,0.166725618198596
"28235","Adamts1",0.96965714043444,3.46997739009085,17.6119957991549,0.00182707710773707,0.166725618198596
"24592","Mef2d",0.751740695300701,5.3011835850236,17.5839504800167,0.00183681541682514,0.166725618198596
"18300","Kif21a",0.627335557915053,6.01071231838341,17.578475957344,0.00183872363821506,0.166725618198596
"2411","Elovl6",0.862450453179574,4.34694693112941,17.5771504655865,0.00183918601542821,0.166725618198596
"6050","Dexi",-0.712528900637457,4.21780586839162,17.4740255508293,0.00187559223489666,0.168775718901951
"8639","Herc6",-1.0527862240517,4.4715126319318,17.3772532997376,0.00191054696477132,0.170666231787382
"18402","Tor3a",0.907599944655056,3.97217649412593,17.3116523835869,0.00193468854612004,0.17157042338708
"7683","Hacl1",1.07117279966538,8.78822095382082,17.270884147037,0.00194987649552342,0.171673298936803
"3476","Rpain",-0.684223372054813,4.30944637752564,17.1130666018233,0.00201003943789523,0.17326369540621
"10325","Itih5",0.974037666129091,3.47649913078867,17.0784902180393,0.00202351736143556,0.17326369540621
"22690","Clec2h",-2.42145541496063,2.08741917035625,17.0099438173265,0.00205055972584697,0.17326369540621
"7309","Fhad1",-1.03742495319194,1.73597994996024,16.9661852982136,0.00206805046880621,0.17326369540621
"32950","5031439G07Rik",0.588867486764497,5.8596769021157,16.9374158527142,0.00207964775976182,0.17326369540621
"13083","Plscr1",0.802337018031926,4.35755508812095,16.9340529372994,0.00208100849121374,0.17326369540621
"26054","Aldoa",0.641161369684195,6.69167391517844,16.9133605729468,0.00208940482706822,0.17326369540621
"28947","P2ry1",1.02788996981281,3.42085806868824,16.8751571732285,0.00210501396897079,0.17326369540621
"35077","Bmf",-1.07326112408878,3.40239968494437,16.8334743055625,0.0021222051029011,0.17326369540621
"6657","Atg16l2",1.57215940067554,3.80797654320308,16.8018167087828,0.00213537449961467,0.17326369540621
"10391","Abcd3",0.795428143775773,9.31387004719133,16.7909008102674,0.00213993824104978,0.17326369540621
"7833","Ikbke",-0.910552865870745,4.23842081442203,16.7875943506956,0.00214132292774006,0.17326369540621
"35232","Tmem135",0.600147465427952,6.61185650179016,16.7622032062751,0.00215199229463506,0.17326369540621
"28416","Sulf2",1.02672322214617,4.19196940116213,16.6212886021913,0.00221238091549988,0.176881661548702
"25378","Tbcb",-0.716704520061793,4.50347195135486,16.5809111082155,0.0022300590835443,0.176881661548702
"15272","Pop1",0.981893671470358,2.8791487501996,16.5274063422542,0.00225374727059218,0.176881661548702
"21883","Fads3",0.762043803987566,4.30225264887386,16.4893107835828,0.00227079801068815,0.176881661548702
"14862","Mum1",-0.739615450624871,3.77683858302058,16.4434043311276,0.00229155144202545,0.176881661548702
"5728","Lacc1",0.699340838448945,3.16137185935957,16.4271081694903,0.00229897347034547,0.176881661548702
"31932","Tmed4",0.513165306037302,6.21482314125597,16.3511295624461,0.00233396190148965,0.176881661548702
"31127","Bhlhe40",-1.22002916556311,5.17349156846009,16.3385006679112,0.00233983948776906,0.176881661548702
"19042","Acat2",-0.723392345399229,4.61387050714752,16.296926671803,0.00235931459573459,0.176881661548702
"21935","Gm10557",1.06365428614508,1.16926073077143,16.2956941659747,0.00235989492738877,0.176881661548702
"32031","Tshz2",0.849563841455572,1.5653251435692,16.2800652030781,0.00236726882619297,0.176881661548702
"17653","Tmco6",-0.865821042171615,2.77948456796407,16.2735089983238,0.00237037036231305,0.176881661548702
"17819","Ddost",-0.597795415433257,5.8786772550433,16.0408564301933,0.00248366618856157,0.181091846520051
"15266","Gtl3",-0.634493746089869,4.27013905570968,16.0370516187705,0.00248557254480984,0.181091846520051
"17965","Mmp2",1.57093709245261,1.36831409914443,16.0304204592867,0.00248889922083645,0.181091846520051
"30936","Gsto1",0.564925613413812,6.44368190643643,16.008376413711,0.00249999671568675,0.181091846520051
"4918","Egln3",0.623706735160384,3.96435278238274,15.9832307061177,0.00251272846285029,0.181091846520051
"28724","Gmppb",-0.763142999329436,3.2612290801614,15.9776285203764,0.00251557557676162,0.181091846520051
"4395","Tuba1c",-0.631700804782447,4.98568550669661,15.9285922540698,0.00254066299699467,0.181828267586087
"797","Acot4",0.980180649601249,4.89420647357908,15.7212625248756,0.0026501210554963,0.188494820416249
"5194","Cblb",0.620919918551556,3.63505663357912,15.6945760511478,0.00266461872299485,0.188494820416249
"27950","Nceh1",0.724854615619333,5.62957440660255,15.5939915313442,0.00272012733220452,0.189636200995991
"10154","BC021767",-1.50831067530893,0.47890928474457,15.5482541986544,0.00274582784743471,0.189636200995991
"19037","Pnpla2",1.09135167813803,6.87640748328448,15.5298146963453,0.00275627191184835,0.189636200995991
"886","Klf10",-1.08782192485376,4.44591147032464,15.4973734949985,0.00277476281232656,0.189636200995991
"19136","Map4k4",1.33596796651017,4.15821953129151,15.4935274266835,0.00277696488983099,0.189636200995991
"25201","Cnst",0.735790657485058,4.16843490864955,15.4711685751178,0.00278980826223398,0.189636200995991
"14697","Zranb3",-1.02668686889903,1.45873989665558,15.44894462591,0.00280264507360598,0.189636200995991
"4544","Setd7",1.02748070745193,3.62410567858843,15.4361144182507,0.00281008832731229,0.189636200995991
"13188","Cdk2ap2",-0.697994624492811,5.21872650465644,15.4089630842657,0.00282591838917075,0.189636200995991
"35190","Spon2",1.04454509679618,3.38767350638266,15.3922594392067,0.00283571047411883,0.189636200995991
"30000","Tuba8",2.81640072402034,1.46173198310682,15.2613927689957,0.00291385831228481,0.193501413988628
"12179","Tmem110",-0.572114386477473,3.7638597646992,15.2428633486828,0.00292513168719532,0.193501413988628
"11599","Gramd1c",-0.599541768831174,5.37428333203975,15.2016294995054,0.00295040754808682,0.194124126739175
"20211","Fbxw9",-0.622867958684013,4.25617082165926,15.1280750426816,0.00299615172382969,0.195996359783555
"11317","Zbp1",-1.31447412676561,3.75685520957827,15.1046584746833,0.00301089358059391,0.195996359783555
"21884","Fads2",0.771247859222551,8.40425857048426,14.9424448416696,0.00311544857153014,0.199697321003472
"29053","Tmtc2",0.644272975952796,3.89799142701818,14.9406109559931,0.0031166553744859,0.199697321003472
"26186","Cenpm",-1.57095593927871,1.08392387618112,14.928927374656,0.00312435707834677,0.199697321003472
"30992","Fst",2.53772524112614,2.192856432463,14.9158286056322,0.00313301892733017,0.199697321003472
"33255","Tdrkh",-1.08726772737002,1.05445980195558,14.7628707222202,0.00323633741173968,0.203914282802106
"10024","Slco1a4",1.91633440093755,6.5499020251419,14.7437313753594,0.00324955234974816,0.203914282802106
"27834","Atp8b1",-0.544063283505122,5.01798165533891,14.7156967037138,0.00326902665305013,0.203914282802106
"21763","Ppp4r4",-0.724472357452762,3.77526948101412,14.6939877428994,0.00328420341085193,0.203914282802106
"19069","Socs2",1.71132820174127,4.91628029852171,14.6513109168911,0.00331428695277749,0.203914282802106
"11555","Mast3",-0.922875970384581,5.43051827949824,14.6453562491198,0.00331851082351346,0.203914282802106
"14477","Igfbp5",0.701315696047082,2.81513887489143,14.5969404838615,0.00335309569531414,0.203914282802106
"14751","Wdr62",-1.18829096357702,0.753054433439516,14.5808449282255,0.0033646892805146,0.203914282802106
"30841","Il22ra1",-0.622086925097701,2.83591311691472,14.568087104258,0.00337391301797784,0.203914282802106
"2091","Cyp4f17",0.590971980098534,4.08522702654603,14.5216676179403,0.00340773169284929,0.203914282802106
"6375","Sigirr",-0.701754377378722,3.55682555202677,14.4982779472554,0.00342492675834361,0.203914282802106
"26082","4930522L14Rik",-1.28912744815711,0.853765855812423,14.4855990482262,0.00343429140603331,0.203914282802106
"12068","Gmds",-1.58221101472765,0.456035131743795,14.484546319155,0.00343507033854567,0.203914282802106
"608","Rab34",0.804780365662247,2.96185591893204,14.4744484636912,0.00344255273695224,0.203914282802106
"26893","4930506M07Rik",0.637239101584084,5.50688784847811,14.4656155187742,0.00344911395162902,0.203914282802106
"9337","Slc16a12",-0.801238843527019,6.08268838583078,14.441937084421,0.00346677701528807,0.203960651038248
"9654","Blvra",-0.688766220643242,3.39308842055213,14.4200103883318,0.00348323059870843,0.203960651038248
"20014","Edem2",-0.579336181334615,5.40532037546087,14.3864529478801,0.00350859429928737,0.204467509688947
"30852","Ccbl1",-0.573838248725577,6.65869698841035,14.3388312818167,0.00354497111658439,0.20513795686346
"14080","Gm11967",-1.44513710545536,0.85295668586978,14.3260332344637,0.00355482451231121,0.20513795686346
"33055","Srebf2",-0.984112621253506,5.58310923112937,14.2919335661849,0.0035812398157959,0.20513795686346
"29875","Pgpep1",-0.561130480404528,5.78541626437313,14.2653210640548,0.00360201957604611,0.20513795686346
"3911","Phlda1",-1.3196581274692,4.75531691420502,14.2629081338532,0.00360391082902793,0.20513795686346
"14978","Osbpl3",1.85595023924163,2.28542864331079,14.2388746662591,0.00362281368548343,0.205259230939566
"17079","Sac3d1",-0.899133243819586,2.49060722320281,14.1269971338081,0.00371239583589997,0.208318763991565
"30910","Pdia6",-1.26392879236385,7.08132976033839,14.1255621162031,0.00371356210065193,0.208318763991565
"22680","Rd3",-1.57182319623451,0.725475757266867,14.1047311825402,0.00373054158547202,0.208318763991565
"18866","Steap4",-0.838158328078978,5.78218456324459,14.0686309087801,0.00376018928835447,0.208318763991565
"11772","Nudt2",-0.939537336862667,3.03345565081408,14.0624621316766,0.00376528381102776,0.208318763991565
"4766","Acnat2",0.787253661231898,5.76600161233071,14.0459661791189,0.00377894799853958,0.208318763991565
"23746","Serpina10",-0.774020875584944,7.11404174080859,13.9975836622883,0.00381937091698408,0.209602965390364
"13141","Decr1",0.625876031021696,8.32245356751346,13.9331497959421,0.00387401647130476,0.210442714550056
"15062","Zfp750",0.948407032415891,3.43824532568388,13.928094806111,0.00387834326268563,0.210442714550056
"28353","Slc41a2",-1.43797110186752,4.43243408411051,13.9097949593677,0.00389405568571821,0.210442714550056
"23980","Rab36",0.678986847130185,4.57995948425272,13.8988889814523,0.00390345613685756,0.210442714550056
"1716","Samm50",0.647761869083461,6.87885697240773,13.8573879260225,0.00393947903768108,0.211453265189215
"28236","App",0.97517189906719,5.67669656881779,13.7920151695273,0.00399703851341651,0.213605927192975
"4751","Nt5c2",0.500651095798351,4.11513523394551,13.7551948665329,0.00402990418170451,0.213759399933063
"30964","Irs2",1.29939895661109,4.06183529002537,13.7496918905062,0.00403484404188083,0.213759399933063
"676","Col1a1",2.0872363792548,2.08660706623966,13.6622538345984,0.00411432231786718,0.216975068458781
"7317","Picalm",0.586106593265459,7.03067810397095,13.6441629774228,0.00413100105825266,0.216975068458781
"34293","Got1",1.49612726798357,8.77726164840369,13.5080465796019,0.00425914034016663,0.221224134190261
"27154","Tgfbr2",0.912633204394605,4.76532411170944,13.4917717915045,0.00427477987618894,0.221224134190261
"3794","Hist1h1c",1.00824093529924,6.65481961075067,13.4763508528771,0.00428966278882577,0.221224134190261
"16665","Slc25a37",-0.656037274291692,4.80416457583007,13.4508319776021,0.00431442873879504,0.221224134190261
"3802","Dtx4",0.527240021147533,4.12276224288286,13.4345314945168,0.00433033848738503,0.221224134190261
"26583","C030046E11Rik",0.497076059224039,5.38837403243524,13.3842472414978,0.00437986481489848,0.221224134190261
"14678","Akr1c20",-1.37669249887705,6.35631965285743,13.3736539350139,0.00439038534081753,0.221224134190261
"28620","Tgoln1",0.680642321172106,7.52211595761264,13.3729204762086,0.00439111488716061,0.221224134190261
"15728","Pvrl2",0.601727304928085,5.86527585824203,13.3610157901185,0.00440297652603491,0.221224134190261
"9309","Dnajb11",-0.775211654218886,6.28307214056929,13.3093153245864,0.00445494022135653,0.221224134190261
"24978","Nfasc",-1.49178704251037,0.537538890631353,13.3004860162207,0.00446388821562186,0.221224134190261
"10094","Tff3",3.12171171854001,5.09378892281236,13.2976890912942,0.00446672725423129,0.221224134190261
"27867","Pde4d",1.12834005100613,2.63361836454381,13.2954489856202,0.0044690026590776,0.221224134190261
"27402","Acy1",-0.710175460030189,4.78674694787666,13.2939038492704,0.00447057295756293,0.221224134190261
"3477","Derl2",-0.743216443722635,6.69919130217092,13.252106981432,0.00451330388801228,0.221224134190261
"28637","Mab21l2",1.12461894760463,0.965282038218585,13.2338840742849,0.00453208804676926,0.221224134190261
"19048","Jun",1.32943444794262,3.91284500530105,13.2289185106292,0.00453722287311727,0.221224134190261
"791","Cyp4a14",1.24853719253477,12.2908738853973,13.2288613275621,0.0045372820462294,0.221224134190261
"12666","Caln1",0.914485980260209,2.46303779942725,13.1845135385225,0.00458345462197218,0.222588562157522
"10232","Angptl4",0.827042277489672,7.46242644602566,13.132732552463,0.00463808501500626,0.223956106508907
"14869","Amd1",-0.527444163237212,4.65353702184537,13.0895854074605,0.00468420685124847,0.223956106508907
"31850","Slc25a20",0.514205400028194,7.45694725756193,13.0858749841347,0.00468819883989301,0.223956106508907
"3762","D930048N14Rik",-1.15710776666211,2.95513007999727,13.0810205496317,0.00469342784723315,0.223956106508907
"15724","Intu",-0.669798484028836,2.23757659027319,13.0532149835593,0.00472351474599612,0.223956106508907
"1665","Prickle2",1.00592741409797,0.923264735226252,13.0486611281016,0.0047284643562028,0.223956106508907
"3112","Sult1e1",3.88910993936104,3.9181537043967,13.0383314335918,0.004739714952264,0.223956106508907
"6960","Agtr1a",0.604105793408525,6.15059815152339,13.0100064779184,0.00477073106526138,0.224138994130876
"7609","Sdr9c7",-1.53855146083564,5.49226766372696,12.986569349951,0.00479658008973911,0.224138994130876
"27074","Mt1",1.8566752946624,8.73110140555445,12.9765766022969,0.00480765250457767,0.224138994130876
"27566","Fam169b",0.456652362771528,4.79691277379693,12.9286910582617,0.00486114142466294,0.224138994130876
"18203","9330159M07Rik",1.74042990677658,2.84127174576106,12.9179868583858,0.00487319612349234,0.224138994130876
"18541","Pgm3",1.04671097142978,4.42345161040872,12.8825476152401,0.00491336456648499,0.224138994130876
"2945","Haus7",-0.633996361730997,2.9872884654208,12.8090565518315,0.00499794230899891,0.224138994130876
"5516","Suclg1",0.466375818760787,7.68502865306889,12.8024205120185,0.00500566552142041,0.224138994130876
"34741","Cyp4a32",1.1704541353212,6.52464723596662,12.7995348829255,0.00500902838727134,0.224138994130876
"12730","Fkbp11",-0.854251014271404,3.28054225962535,12.7872708875888,0.00502335107427388,0.224138994130876
